tinyworlds-happy-adventure.mp3	https://opengameart.org/sites/default/files/happy_adveture_0.mp3	Happy Adventure Loop	TinyWorlds	CC0 1.0	https://opengameart.org/content/happy-adventure-loop
centurion-unstable-field.mp3	https://opengameart.org/sites/default/files/audio_preview/unstable_field.ogg.mp3	Unstable Field	Centurion_of_war	CC0 1.0	https://opengameart.org/content/unstable-field
centurion-delayed-chips.mp3	https://opengameart.org/sites/default/files/audio_preview/delayed_chips.ogg.mp3	Delayed Chiptune	Centurion_of_war	CC0 1.0	https://opengameart.org/content/delayed-chiptune
skrjablin-c64-uptempo.mp3	https://opengameart.org/sites/default/files/audio_preview/c64_uptempo_chiptune_0.ogg.mp3	C64 Uptempo Chiptune	skrjablin	CC0 1.0	https://opengameart.org/content/6-genuinely-c64-soundtracks-released-as-public-domain-may-2017
pmiller-nes-jazz.mp3	https://opengameart.org/sites/default/files/audio_preview/nes_07-jazz.ogg.mp3	NES Jazz	pmiller	CC0 1.0	https://opengameart.org/content/free-nes-music-pack
springspring-great-boss.mp3	https://opengameart.org/sites/default/files/audio_preview/Great%20Boss.ogg.mp3	Great Boss	Spring Spring	CC0 1.0	https://opengameart.org/content/great-boss
congus-lasso-lady.mp3	https://opengameart.org/sites/default/files/audio_preview/lassolady_preview.ogg.mp3	Lasso Lady	congusbongus	CC0 1.0	https://opengameart.org/content/lasso-lady-seamless-loop
congus-napping-cloud.mp3	https://opengameart.org/sites/default/files/audio_preview/napping_on_a_cloud.ogg.mp3	Napping on a Cloud	congusbongus	CC0 1.0	https://opengameart.org/content/napping-on-a-cloud
obscure-moon-chime.mp3	https://opengameart.org/sites/default/files/tipa16-01.mp3	Moon Chime	obscure music	CC0 1.0	https://opengameart.org/content/moon-chime
nene-theme-song-8bit.mp3	https://opengameart.org/sites/default/files/Theme%20Song%208-bit%20V1%20preview.mp3	Theme Song 8-Bit	nene	CC0 1.0	https://opengameart.org/content/theme-song-8-bit
3xblast-pop-punk-1.mp3	https://opengameart.org/sites/default/files/audio_preview/preview_42.ogg.mp3	Pop Punk Chiptune (1 of 7)	3xBlast	CC0 1.0	https://opengameart.org/content/7-pop-punk-chiptune-tracks
